match_id,season,round_number,total_score,temperature,match_title,home_away,behinds,goals,ratio,score,scorediff,team
CD_M20182640501,2018,5,62,18,Melbourne vs Brisbane Lions,away,4,4,1,28,-6,Brisbane Lions
CD_M20182640501,2018,5,62,18,Melbourne vs Brisbane Lions,home,10,4,0.4,34,6,Melbourne
CD_M20182640502,2018,5,60,18,Fremantle vs GWS Giants,away,3,6,2,39,18,GWS Giants
CD_M20182640502,2018,5,60,18,Fremantle vs GWS Giants,home,3,3,1,21,-18,Fremantle
CD_M20182640503,2018,5,75,18,Adelaide Crows vs Carlton,away,8,2,0.25,20,-35,Carlton
CD_M20182640503,2018,5,75,18,Adelaide Crows vs Carlton,home,7,8,1.14285714285714,55,35,Adelaide Crows
CD_M20182640504,2018,5,90,24,Collingwood vs Western Bulldogs,away,7,7,1,49,8,Western Bulldogs
CD_M20182640504,2018,5,90,24,Collingwood vs Western Bulldogs,home,5,6,1.2,41,-8,Collingwood
CD_M20182640601,2018,6,76,18,Adelaide Crows vs Fremantle,away,6,5,0.833333333333333,36,-4,Fremantle
CD_M20182640601,2018,6,76,18,Adelaide Crows vs Fremantle,home,4,6,1.5,40,4,Adelaide Crows
CD_M20182640602,2018,6,92,18,Brisbane Lions vs Collingwood,away,5,8,1.6,53,14,Collingwood
CD_M20182640602,2018,6,92,18,Brisbane Lions vs Collingwood,home,9,5,0.555555555555556,39,-14,Brisbane Lions
CD_M20182640603,2018,6,74,18,GWS Giants vs Western Bulldogs,away,4,4,1,28,-18,Western Bulldogs
CD_M20182640603,2018,6,74,18,GWS Giants vs Western Bulldogs,home,4,7,1.75,46,18,GWS Giants
CD_M20182640604,2018,6,79,18,Carlton vs Melbourne,away,9,8,0.888888888888889,57,35,Melbourne
CD_M20182640604,2018,6,79,18,Carlton vs Melbourne,home,4,3,0.75,22,-35,Carlton
CD_M20182640701,2018,7,88,18,GWS Giants vs Brisbane Lions,away,4,10,2.5,64,40,Brisbane Lions
CD_M20182640701,2018,7,88,18,GWS Giants vs Brisbane Lions,home,6,3,0.5,24,-40,GWS Giants
CD_M20182640702,2018,7,107,18,Fremantle vs Carlton,away,12,6,0.5,48,-11,Carlton
CD_M20182640702,2018,7,107,18,Fremantle vs Carlton,home,5,9,1.8,59,11,Fremantle
CD_M20182640703,2018,7,64,18,Western Bulldogs vs Melbourne,away,7,4,0.571428571428571,31,-2,Melbourne
CD_M20182640703,2018,7,64,18,Western Bulldogs vs Melbourne,home,3,5,1.66666666666667,33,2,Western Bulldogs
CD_M20182640704,2018,7,85,26,Collingwood vs Adelaide Crows,away,8,4,0.5,32,-21,Adelaide Crows
CD_M20182640704,2018,7,85,26,Collingwood vs Adelaide Crows,home,5,8,1.6,53,21,Collingwood
CD_M20182640801,2018,8,48,24,Western Bulldogs vs Brisbane Lions,away,3,3,1,21,-6,Brisbane Lions
CD_M20182640801,2018,8,48,24,Western Bulldogs vs Brisbane Lions,home,3,4,1.33333333333333,27,6,Western Bulldogs
CD_M20192640101,2019,1,47,33,Geelong Cats vs Collingwood,away,5,3,0.6,23,-1,Collingwood
CD_M20192640101,2019,1,47,33,Geelong Cats vs Collingwood,home,6,3,0.5,24,1,Geelong Cats
CD_M20192640102,2019,1,35,18,Adelaide Crows vs Western Bulldogs,away,6,2,0.333333333333333,18,1,Western Bulldogs
CD_M20192640102,2019,1,35,18,Adelaide Crows vs Western Bulldogs,home,11,1,0.0909090909090909,17,-1,Adelaide Crows
CD_M20192640103,2019,1,68,29,Kangaroos vs Carlton,away,4,2,0.5,16,-36,Carlton
CD_M20192640103,2019,1,68,29,Kangaroos vs Carlton,home,10,7,0.7,52,36,Kangaroos
CD_M20192640104,2019,1,114,39,Melbourne vs Fremantle,away,5,9,1.8,59,4,Fremantle
CD_M20192640104,2019,1,114,39,Melbourne vs Fremantle,home,7,8,1.14285714285714,55,-4,Melbourne
CD_M20192640105,2019,1,56,18,Brisbane Lions vs GWS Giants,away,3,4,1.33333333333333,27,-2,GWS Giants
CD_M20192640105,2019,1,56,18,Brisbane Lions vs GWS Giants,home,5,4,0.8,29,2,Brisbane Lions
CD_M20192640201,2019,2,71,30,GWS Giants vs Kangaroos,away,6,7,1.16666666666667,48,25,Kangaroos
CD_M20192640201,2019,2,71,30,GWS Giants vs Kangaroos,home,11,2,0.181818181818182,23,-25,GWS Giants
CD_M20192640202,2019,2,35,20,Collingwood vs Melbourne,away,8,3,0.375,26,17,Melbourne
CD_M20192640202,2019,2,35,20,Collingwood vs Melbourne,home,3,1,0.333333333333333,9,-17,Collingwood
CD_M20192640203,2019,2,50,20,Western Bulldogs vs Geelong Cats,away,4,2,0.5,16,-18,Geelong Cats
CD_M20192640203,2019,2,50,20,Western Bulldogs vs Geelong Cats,home,4,5,1.25,34,18,Western Bulldogs
CD_M20192640204,2019,2,101,25,Carlton vs Adelaide Crows,away,3,9,3,57,13,Adelaide Crows
CD_M20192640204,2019,2,101,25,Carlton vs Adelaide Crows,home,2,7,3.5,44,-13,Carlton
CD_M20192640205,2019,2,107,18,Fremantle vs Brisbane Lions,away,4,6,1.5,40,-27,Brisbane Lions
CD_M20192640205,2019,2,107,18,Fremantle vs Brisbane Lions,home,7,10,1.42857142857143,67,27,Fremantle
CD_M20192640301,2019,3,75,26,Kangaroos vs Western Bulldogs,away,4,3,0.75,22,-31,Western Bulldogs
CD_M20192640301,2019,3,75,26,Kangaroos vs Western Bulldogs,home,5,8,1.6,53,31,Kangaroos
CD_M20192640302,2019,3,101,29,GWS Giants vs Carlton,away,5,10,2,65,29,Carlton
CD_M20192640302,2019,3,101,29,GWS Giants vs Carlton,home,6,5,0.833333333333333,36,-29,GWS Giants
CD_M20192640303,2019,3,69,18,Fremantle vs Collingwood,away,6,2,0.333333333333333,18,-33,Collingwood
CD_M20192640303,2019,3,69,18,Fremantle vs Collingwood,home,9,7,0.777777777777778,51,33,Fremantle
CD_M20192640304,2019,3,103,18,Adelaide Crows vs Geelong Cats,away,1,6,6,37,-29,Geelong Cats
CD_M20192640304,2019,3,103,18,Adelaide Crows vs Geelong Cats,home,6,10,1.66666666666667,66,29,Adelaide Crows
CD_M20192640305,2019,3,81,18,Brisbane Lions vs Melbourne,away,6,9,1.5,60,39,Melbourne
CD_M20192640305,2019,3,81,18,Brisbane Lions vs Melbourne,home,3,3,1,21,-39,Brisbane Lions
CD_M20192640401,2019,4,33,25,Geelong Cats vs Carlton,away,8,1,0.125,14,-5,Carlton
CD_M20192640401,2019,4,33,25,Geelong Cats vs Carlton,home,7,2,0.285714285714286,19,5,Geelong Cats
CD_M20192640402,2019,4,66,25,Western Bulldogs vs Brisbane Lions,away,7,7,1,49,32,Brisbane Lions
CD_M20192640402,2019,4,66,25,Western Bulldogs vs Brisbane Lions,home,5,2,0.4,17,-32,Western Bulldogs
CD_M20192640403,2019,4,88,18,Adelaide Crows vs Fremantle,away,5,3,0.6,23,-42,Fremantle
CD_M20192640403,2019,4,88,18,Adelaide Crows vs Fremantle,home,11,9,0.818181818181818,65,42,Adelaide Crows
